id,age,level,height,weight,waist,hip,income,bmi
2482,55,3,165,71,90,94,2,26
2483,45,3,158,66,90,97,4,27
2484,63,1,167,52,74,82,1,19
2485,45,2,168,69,85,97,2,25
2486,51,1,151,53,82,89,1,23
2487,48,3,158,61,78,90,4,25
2488,65,1,157,78,106,103,1,32
2489,53,1,158,54,80,86,3,22
2490,61,1,145,50,82,86,1,24
2491,67,1,158,70,91,94,1,28
2492,58,1,156,57,87,85,1,24
2493,59,1,169,61,80,86,1,22
2494,41,3,180,66,77,89,3,20
2495,59,1,151,49,76,81,2,22
2496,51,1,154,49,80,86,2,21
2497,63,1,150,59,83,89,2,26
2498,62,2,171,66,81,88,3,23
2499,62,5,162,57,82,91,2,22
2500,66,1,162,51,67,80,2,20
2501,64,1,141,45,75,84,2,23
2502,68,1,160,65,82,90,2,24
2503,64,1,150,54,80,92,1,24
2504,53,2,172,70,87,90,3,24
2505,46,2,150,65,95,94,3,29
2506,50,1,151,71,91,97,3,31
2507,44,1,153,57,83,89,3,25
2508,46,2,167,68,88,91,3,25
2509,46,2,168,78,92,95,1,28
2510,65,1,152,59,85,90,1,25
2511,58,1,174,83,102,97,4,28
2512,50,1,177,60,70,87,2,19
2513,43,1,157,76,85,100,2,31
2514,62,1,150,53,87,87,1,24
2515,63,1,143,57,94,91,1,28
2516,61,3,161,77,92,94,1,30
2517,58,1,161,78,99,96,2,30
2518,54,4,168,62,79,88,6,22
2519,57,1,155,68,93,96,2,28
2520,64,1,150,41,68,83,1,18
2521,61,1,151,60,89,90,1,26
2522,44,2,154,53,76,86,5,22
2523,46,3,169,56,72,84,5,20
2524,42,3,151,51,73,86,6,22
2525,46,3,159,58,73,84,6,23
2526,68,1,162,55,71,82,2,21
2527,43,2,153,57,80,92,1,25
2528,69,1,147,63,103,99,4,29
2529,40,3,154,46,68,83,5,19
2530,50,1,156,56,76,87,2,23
2531,46,1,157,55,74,89,1,23
2532,47,3,148,55,83,86,3,25
2533,67,1,163,59,80,87,1,22
2534,63,3,170,71,88,89,2,25
2535,69,1,150,66,97,96,1,29
2536,46,2,158,52,74,84,1,21
2537,54,4,167,59,74,86,4,21
2538,63,1,148,57,88,89,2,26
2539,63,2,150,53,81,85,5,23
2540,63,1,156,63,90,96,2,26
2541,67,1,144,41,74,84,1,20
2542,62,1,151,57,89,93,1,25
2543,63,3,170,58,78,87,1,20
2544,60,1,156,68,85,93,1,28
2545,68,2,150,49,85,85,1,22
2546,57,1,167,60,80,85,2,21
2547,54,1,162,64,80,85,1,25
2548,67,2,163,58,79,85,2,22
2549,41,3,157,67,89,91,4,27
2550,69,1,158,47,74,80,2,19
2551,67,1,163,56,83,84,2,21
2552,44,2,171,79,89,94,3,27
2553,42,2,155,55,77,89,1,23
2554,39,3,162,74,91,94,4,28
2555,57,3,167,80,96,96,3,29
2556,47,2,165,53,73,79,4,19
2557,50,2,167,76,95,95,3,27
2558,65,1,162,63,84,87,4,24
2559,57,2,166,64,88,88,2,23
2560,40,2,163,62,77,86,3,23
2561,67,1,165,64,84,87,1,23
2562,69,1,142,40,80,77,2,20
2563,63,1,146,59,91,89,1,27
2564,50,3,151,77,97,106,4,34
2565,59,3,170,68,83,88,2,24
2566,48,1,148,61,90,89,7,28
2567,66,1,147,44,71,84,1,20
2568,57,1,153,63,97,90,1,27
2569,55,1,164,62,80,89,2,23
2570,55,5,155,55,84,86,3,23
2571,49,1,148,52,75,84,1,24
2572,67,1,156,57,83,85,1,23
2573,50,1,146,55,81,88,2,26
2574,64,1,150,55,93,89,5,24
2575,57,1,147,67,98,99,2,31
2576,66,2,161,58,81,86,1,22
2577,67,1,141,49,82,85,2,25
2578,42,4,169,72,85,97,5,25
2579,50,1,155,73,95,97,1,30
2580,68,1,151,56,88,87,1,25
2581,50,3,145,52,79,84,3,25
2582,51,3,169,67,82,89,3,23
2583,68,1,164,50,68,80,3,19
2584,60,1,164,54,78,82,1,20
2585,68,1,160,62,80,87,1,24
2586,68,1,154,41,60,78,3,17
2587,64,1,135,40,71,81,2,22
2588,64,1,148,56,87,89,1,26
2589,53,1,143,69,91,92,1,34
2590,57,1,163,69,86,90,2,26
2591,49,4,165,65,79,91,3,24
2592,52,6,170,74,87,94,7,26
2593,51,3,153,54,81,87,2,24
2594,46,3,164,64,78,89,2,24
2595,68,5,164,65,86,90,6,24
2596,68,1,171,59,78,88,2,20
2597,60,1,152,58,86,91,1,25
2598,65,3,169,71,93,91,3,25
2599,66,1,157,36,56,78,1,15
2600,63,1,149,59,95,95,2,26
2601,64,1,158,55,86,87,1,22
2602,70,1,149,41,65,79,5,19
2603,48,2,155,56,84,87,3,23
2604,40,2,152,55,74,88,3,24
2605,42,3,155,64,86,90,3,27
2606,45,6,176,87,93,99,3,28
2607,43,5,153,47,70,83,3,20
2608,69,1,159,68,103,101,1,27
2609,48,3,165,72,84,91,3,27
2610,44,3,155,61,75,92,3,25
2611,43,3,157,56,73,90,2,23
2612,64,1,148,40,65,76,1,18
2613,64,1,156,56,76,84,5,23
2614,59,1,155,55,83,87,5,23
2615,65,1,165,77,92,96,1,28
2616,61,1,149,64,101,99,1,29
2617,61,2,166,66,81,87,2,24
2618,69,5,161,52,71,82,2,20
2619,66,2,166,57,75,88,1,21
2620,59,2,161,74,97,100,2,28
2621,57,4,164,53,66,80,4,20
2622,65,1,140,44,75,85,3,23
2623,59,1,146,66,96,99,2,31
2624,54,3,156,66,91,94,6,27
2625,67,1,144,63,103,96,4,31
2626,67,3,167,55,72,83,5,20
2627,57,1,167,64,73,90,3,23
2628,48,2,172,72,82,92,6,24
2629,45,1,156,68,86,92,1,28
2630,57,1,151,61,85,93,1,27
2631,65,1,160,67,92,89,1,26
2632,67,1,149,51,76,88,1,23
2633,69,1,163,59,82,87,1,22
2634,61,1,150,55,76,88,1,24
2635,41,5,167,73,88,93,6,26
2636,59,3,169,77,90,94,2,27
2637,60,1,159,76,100,97,2,30
2638,51,3,163,65,87,89,5,25
2639,53,5,173,82,93,97,6,28
2640,59,1,156,55,79,85,2,23
2641,63,2,164,50,67,82,1,19
2642,62,1,158,57,88,87,1,23
2643,65,1,153,52,79,82,2,22
2644,58,1,148,57,82,85,1,26
2645,63,1,152,44,71,79,1,19
2646,47,3,154,55,83,90,4,23
2647,65,6,166,61,80,86,4,22
2648,65,3,154,69,91,96,2,29
2649,55,1,150,78,103,99,1,35
2650,46,3,162,57,77,84,5,22
2651,61,1,162,75,93,93,1,29
2652,42,2,156,93,112,110,4,38
2653,42,3,159,66,80,97,3,26
2654,50,2,150,59,86,90,5,26
2655,58,1,159,55,74,87,2,22
2656,61,1,159,53,73,80,2,21
2657,46,2,169,83,95,98,2,29
2658,44,1,152,68,97,97,1,30
2659,53,4,185,91,97,97,5,27
2660,51,3,163,65,87,89,6,24
2661,60,1,152,62,88,92,3,27
2662,57,1,163,62,85,88,5,23
2663,56,1,162,65,84,90,4,25
2664,56,1,150,71,95,93,1,31
2665,43,1,162,55,68,86,2,21
2666,51,1,151,55,83,86,2,24
2667,45,3,166,57,72,82,4,21
2668,41,3,158,48,65,78,3,19
2669,59,1,169,71,91,94,1,25
2670,67,1,160,68,93,89,1,27
2671,66,2,163,56,71,85,1,21
2672,53,1,151,65,88,91,2,29
2673,56,1,160,77,97,98,4,30
2674,62,1,145,53,89,87,2,25
2675,42,6,168,73,85,90,6,26
2676,40,2,163,62,73,90,1,23
2677,44,3,168,69,86,92,4,25
2678,54,1,173,78,92,92,4,26
2679,49,2,155,60,85,90,4,25
2680,49,2,168,53,76,84,3,19
2681,65,2,148,54,90,88,2,24
2682,62,1,142,57,91,91,1,28
2683,48,3,159,61,80,90,5,24
2684,45,3,174,67,78,87,3,22
2685,53,2,158,63,90,88,2,25
2686,69,1,132,43,74,84,2,25
2687,69,2,160,58,74,86,1,23
2688,59,1,150,64,95,90,3,28
2689,57,1,158,60,80,92,2,24
2690,46,2,150,56,81,88,2,25
2691,43,5,166,69,82,87,4,25
2692,68,2,166,76,90,95,2,27
2693,40,1,163,63,83,88,2,24
2694,67,1,166,70,85,92,1,25
2695,56,1,157,74,92,95,1,30
2696,69,1,150,45,74,86,2,20
2697,69,1,150,61,98,88,1,27
2698,70,1,155,63,89,93,2,26
2699,58,1,153,71,93,93,1,30
2700,57,2,164,59,79,82,2,22
2701,69,1,148,60,93,88,2,27
2702,61,2,149,57,82,81,1,26
2703,43,1,144,48,79,84,3,23
2704,67,1,146,48,81,81,1,23
2705,40,3,162,71,87,89,3,27
2706,44,2,168,67,84,88,7,24
2707,62,1,175,53,69,84,2,17
2708,46,2,165,66,80,86,7,24
2709,47,3,164,58,83,88,6,22
2710,40,3,169,62,77,84,7,22
2711,62,1,154,45,67,78,1,19
2712,67,1,151,64,101,96,1,28
2713,43,2,157,67,82,93,1,27
2714,48,2,175,65,82,88,1,21
2715,47,2,149,54,73,86,2,24
2716,53,6,179,86,90,94,4,27
2717,50,3,152,62,86,90,4,27
2718,52,1,150,56,87,86,1,25
2719,59,1,153,58,82,88,1,25
2720,55,2,152,56,74,91,2,24
2721,60,2,167,72,84,91,2,26
2722,45,1,159,50,67,84,3,20
2723,64,1,157,60,88,89,1,24
2724,46,3,160,60,79,84,4,23
2725,59,1,158,82,105,105,2,33
2726,56,1,151,57,76,91,5,25
2727,66,1,148,60,86,92,1,27
2728,44,2,167,76,89,98,3,27
2729,69,1,162,63,89,86,3,24
2730,67,1,167,60,81,84,4,22
2731,46,2,157,50,69,85,5,20
2732,41,2,150,51,73,80,2,23
2733,61,3,170,67,84,86,2,23
2734,68,3,162,65,84,88,2,25
2735,49,2,163,60,75,85,5,23
2736,49,2,151,73,96,96,3,32
2737,39,3,160,54,70,85,3,21
2738,66,1,146,55,80,88,1,26
2739,61,1,155,72,102,94,1,30
2740,58,2,170,68,83,90,6,24
2741,41,3,168,72,85,89,6,25
2742,47,3,164,63,76,84,2,24
2743,69,1,164,56,73,85,2,21
2744,43,3,166,76,90,92,8,28
2745,63,1,157,54,83,88,4,22
2746,41,3,172,63,78,83,3,21
2747,60,3,167,60,78,86,5,22
2748,52,3,166,68,84,88,2,25
2749,43,1,168,64,83,85,2,23
2750,68,1,162,59,72,84,1,22
2751,44,1,154,71,94,95,2,30
2752,45,3,152,66,88,96,5,29
2753,69,1,145,56,91,91,1,26
2754,69,1,150,51,83,87,1,23
2755,62,2,148,57,86,90,2,26
2756,58,1,148,58,80,89,1,26
2757,55,1,150,55,78,86,1,24
2758,68,1,142,39,66,77,2,19
2759,44,3,158,58,79,85,2,23
2760,44,3,169,64,72,87,2,22
2761,43,3,174,73,81,88,3,24
2762,42,3,171,64,82,89,4,22
2763,66,1,151,50,78,80,1,22
2764,42,2,152,60,79,89,2,26
2765,69,1,151,44,73,83,2,19
2766,45,2,151,54,76,85,3,23
2767,46,1,136,46,79,81,1,25
2768,67,1,153,42,69,79,1,18
2769,67,1,171,61,78,87,1,21
2770,60,1,169,78,101,101,1,27
2771,64,1,159,48,74,80,3,19
2772,63,1,155,62,91,91,2,26
2773,41,3,156,51,65,82,4,21
2774,66,1,143,45,78,82,2,22
2775,44,4,168,72,85,91,1,26
2776,51,2,163,65,84,93,2,25
2777,60,1,160,67,93,92,5,26
2778,44,2,143,48,70,81,4,24
2779,51,3,168,72,88,91,8,25
2780,69,2,165,66,84,88,2,24
2781,65,3,167,57,80,82,1,21
2782,57,3,166,79,97,97,5,29
2783,52,1,148,55,76,85,3,25
2784,62,1,157,52,77,87,2,21
2785,49,1,161,61,85,91,2,24
2786,49,2,167,70,78,91,3,25
2787,45,1,175,57,69,84,2,19
2788,41,5,167,69,85,88,5,25
2789,61,3,175,83,100,102,3,27
2790,60,3,162,63,84,88,2,24
2791,43,3,160,83,92,103,5,33
2792,52,3,158,78,93,99,2,31
2793,48,1,152,57,82,87,4,25
2794,49,4,168,73,90,92,5,26
2795,53,2,166,70,86,90,2,25
2796,53,2,160,59,83,92,2,23
2797,48,1,156,56,78,87,2,23
2798,49,3,154,57,86,92,4,24
2799,54,5,160,55,72,82,5,21
2800,54,2,147,56,86,87,3,26
2801,42,3,159,49,59,82,3,19
2802,64,1,145,54,78,88,3,26
2803,53,1,159,65,92,92,2,26
2804,65,1,155,54,79,90,2,23
2805,69,1,157,48,76,85,1,19
2806,60,1,150,58,84,91,2,26
2807,67,1,148,63,95,90,1,29
2808,62,1,140,44,65,81,4,23
2809,61,2,169,73,93,96,2,26
2810,44,3,166,71,86,90,5,26
2811,59,1,162,61,86,90,1,23
2812,65,1,153,61,97,94,7,26
2813,65,1,150,55,86,81,1,24
2814,47,2,162,64,86,89,2,25
2815,42,2,147,55,79,88,2,25
2816,46,1,168,71,87,91,4,25
2817,51,1,153,76,93,102,1,33
2818,56,3,157,58,84,92,5,24
2819,65,3,152,58,82,91,1,25
2820,66,1,150,58,77,87,1,26
2821,52,1,150,56,80,86,5,25
2822,51,3,159,60,83,86,4,24
2823,55,1,155,62,89,87,3,26
2824,62,1,150,52,81,86,3,23
2825,51,1,147,59,85,93,1,28
2826,69,1,149,58,89,88,1,26
2827,69,1,148,56,91,91,1,26
2828,47,1,151,60,85,89,1,26
2829,60,1,151,56,85,95,2,24
2830,47,1,133,45,77,82,2,25
2831,68,1,166,59,75,86,1,21
2832,47,2,160,77,99,98,1,30
2833,47,2,175,76,93,92,5,25
2834,53,3,153,61,88,88,5,26
2835,54,1,148,50,74,81,1,23
2836,53,2,169,75,86,92,2,26
2837,47,3,165,62,79,90,4,23
2838,43,1,158,72,86,91,6,29
2839,40,2,157,78,102,96,3,32
2840,45,2,158,62,86,90,4,25
2841,63,1,158,66,85,89,6,26
2842,62,2,165,51,67,81,3,19
2843,66,1,157,47,66,78,2,19
2844,58,3,155,55,85,87,1,23
2845,61,1,153,60,81,92,6,26
2846,61,1,148,56,86,86,1,26
2847,58,1,157,72,100,98,1,29
2848,61,1,146,61,89,95,1,28
2849,47,2,155,64,83,94,5,27
2850,55,1,149,63,89,92,1,28
2851,64,5,168,64,81,84,5,23
2852,41,3,164,59,73,92,5,21
2853,42,3,165,72,87,96,3,26
2854,42,3,165,59,78,90,6,22
2855,42,4,169,62,77,90,3,22
2856,40,3,171,64,74,95,4,22
2857,43,2,170,73,85,93,5,25
2858,40,3,166,67,80,95,7,24
2859,41,3,170,74,85,97,6,26
2860,41,5,177,71,78,96,6,23
2861,43,2,174,74,79,94,5,24
2862,41,3,174,73,78,100,5,24
2863,42,5,169,81,87,100,4,28
2864,41,2,165,70,90,94,5,26
2865,42,5,170,75,81,100,6,26
2866,42,3,170,82,90,104,1,28
2867,42,5,178,91,94,104,8,29
2868,40,6,151,50,72,86,2,22
2869,42,5,180,79,85,100,5,24
2870,41,4,167,74,80,99,6,27
2871,45,1,163,55,72,89,4,21
2872,40,3,178,75,79,100,5,24
2873,42,3,178,91,92,104,5,28
2874,43,3,168,77,87,102,4,27
2875,44,5,150,49,79,89,6,22
2876,41,6,176,84,87,102,6,27
2877,43,3,169,82,93,105,5,29
2878,43,3,171,84,91,102,4,29
2879,40,5,165,62,81,92,6,23
2880,40,2,177,85,91,100,6,27
2881,43,3,170,61,72,95,4,21
2882,43,4,171,83,92,104,6,29
2883,43,3,161,65,80,95,4,25
2884,42,5,172,75,82,99,5,26
2885,42,3,161,57,79,88,6,22
2886,44,3,171,72,83,96,7,25
2887,40,4,178,77,76,98,6,25
2888,44,3,168,76,86,98,6,27
2889,44,3,167,84,96,104,3,31
2890,45,3,174,81,87,100,5,27
2891,43,6,175,70,81,94,6,23
2892,43,4,174,77,84,98,4,25
2893,42,2,168,63,75,93,5,22
2894,43,2,165,70,90,99,2,26
2895,42,2,165,61,78,97,4,23
2896,40,2,165,63,79,92,5,23
2897,44,3,174,70,78,99,5,23
2898,44,5,174,71,84,94,6,24
2899,44,4,173,75,87,99,5,25
2900,41,5,163,60,79,93,6,23
2901,41,3,168,84,97,105,5,30
2902,41,6,172,67,76,96,5,23
2903,43,3,170,69,78,97,7,24
2904,42,5,168,78,85,101,7,27
2905,40,4,167,73,83,98,6,26
2906,44,3,170,66,75,94,4,23
2907,43,5,180,76,83,97,7,24
2908,40,5,161,74,91,99,7,29
2909,44,2,170,65,78,91,4,23
2910,48,3,172,71,81,96,7,24
2911,45,3,164,66,82,96,5,25
2912,45,3,165,65,82,94,6,24
2913,41,5,165,71,84,102,8,26
2914,44,3,169,69,85,98,6,24
2915,42,3,176,70,80,99,5,22
2916,41,5,172,65,76,94,8,22
2917,43,3,167,61,81,95,5,22
2918,43,4,171,73,83,98,6,24
2919,44,3,167,69,86,96,5,25
2920,43,4,162,51,73,91,5,20
2921,43,3,174,78,89,101,5,26
2922,40,5,175,75,84,96,6,25
2923,40,4,165,53,67,91,5,19
2924,42,3,173,56,71,90,5,19
2925,40,3,170,76,88,96,6,26
2926,41,5,170,92,95,109,4,32
2927,46,4,167,65,78,94,5,24
2928,46,2,175,92,96,106,4,30
2929,45,3,176,84,92,99,7,28
2930,47,2,161,67,81,95,5,26
2931,48,5,172,79,91,97,5,27
2932,49,4,170,64,76,94,5,22
2933,47,1,171,71,82,95,3,25
2934,51,2,169,67,90,95,5,24
2935,52,4,165,60,73,92,7,22
2936,51,3,165,66,78,94,3,24
2937,55,3,163,62,81,94,4,23
2938,53,1,170,64,81,94,5,22
2939,46,4,164,64,97,94,7,23
2940,47,1,160,60,80,96,2,24
2941,48,2,158,51,67,91,4,21
2942,47,3,167,76,92,101,6,27
2943,48,5,157,52,77,91,5,21
2944,48,4,167,73,85,98,6,26
2945,49,3,162,58,85,87,7,22
2946,45,5,166,70,83,97,5,26
2947,47,6,162,66,81,95,6,25
2948,45,3,165,68,81,96,6,25
2949,48,3,172,61,73,91,7,21
2950,49,3,165,59,72,90,8,22
2951,47,5,172,77,88,104,7,26
2952,45,3,178,80,88,98,3,25
2953,48,3,180,87,91,103,5,27
2954,48,4,165,63,76,93,6,23
2955,49,6,171,72,83,98,7,25
2956,48,3,169,65,82,91,8,23
2957,47,3,170,81,97,101,8,28
2958,45,3,167,61,77,93,6,22
2959,46,3,180,73,82,95,8,23
2960,48,3,172,65,74,92,6,22
2961,46,3,155,56,72,93,2,23
2962,46,3,164,65,83,91,4,24
2963,46,3,164,50,70,84,5,19
2964,50,3,167,80,93,102,6,28
2965,46,3,166,76,84,99,5,27
2966,52,3,166,60,78,89,3,22
2967,53,3,170,53,65,87,4,18
2968,50,2,168,76,87,97,3,27
2969,52,3,163,70,89,98,7,26
2970,51,1,161,56,73,86,3,22
2971,50,3,170,77,86,100,4,26
2972,50,5,167,74,86,96,7,27
2973,53,5,170,72,86,91,4,25
2974,54,3,160,60,79,89,7,23
2975,51,3,168,64,79,91,4,23
2976,49,5,176,85,87,101,7,27
2977,50,3,166,54,68,91,6,19
2978,55,1,163,81,93,101,2,31
2979,49,5,173,93,104,107,7,31
2980,58,5,178,80,88,101,6,25
2981,51,5,168,70,81,98,4,25
2982,56,5,162,60,76,92,5,23
2983,53,3,168,70,84,94,7,25
2984,49,3,171,75,89,98,5,26
2985,52,3,161,68,81,97,5,26
2986,50,5,161,60,86,91,7,23
2987,51,5,163,62,78,93,6,23
2988,57,3,168,69,86,92,3,24
2989,58,5,163,65,78,95,7,25
2990,59,3,166,69,83,100,5,25
2991,58,2,170,54,72,89,4,18
2992,58,3,159,63,84,95,4,25
2993,55,5,162,72,92,98,5,27
2994,58,3,164,74,95,99,5,28
2995,60,2,160,57,75,93,4,22
2996,58,5,171,77,84,99,5,26
2997,55,3,171,79,88,95,3,27
2998,59,3,161,73,88,99,5,28
2999,58,3,163,59,82,91,2,22
3000,58,1,168,64,81,93,5,23
3001,55,2,165,60,75,93,6,22
3002,55,6,159,65,85,101,7,26
3003,46,5,174,83,97,107,7,28
3004,58,3,167,64,79,93,3,23
3005,55,3,166,59,77,95,5,21
3006,43,2,174,89,96,107,4,30
3007,55,3,171,68,80,97,5,23
3008,63,3,174,73,80,97,5,24
3009,59,3,172,66,76,92,3,22
3010,64,3,167,70,84,93,5,25
3011,62,3,164,72,88,97,1,27
3012,61,2,163,73,93,97,2,28
3013,60,3,166,64,79,92,4,23
3014,61,1,166,67,78,95,2,24
3015,65,3,163,61,78,99,6,23
3016,60,5,166,65,80,96,8,24
3017,60,5,161,74,91,101,5,28
3018,64,1,169,66,88,96,1,23
3019,59,3,166,77,92,100,3,28
3020,59,2,167,61,80,88,5,22
3021,61,5,167,67,81,93,6,24
3022,59,2,169,80,90,102,6,28
3023,42,3,167,64,77,95,5,23
3024,61,1,161,70,84,99,4,27
3025,66,3,168,75,93,97,1,26
3026,69,3,169,58,68,93,3,20
3027,65,2,162,57,76,91,1,22
3028,66,3,162,65,83,97,6,25
3029,68,3,166,71,86,96,2,26
3030,69,5,162,65,88,93,3,24
3031,68,1,167,52,70,90,3,19
3032,69,2,157,46,88,82,1,20
3033,65,2,166,75,93,99,3,27
3034,68,1,157,60,86,89,3,24
3035,66,2,162,70,86,98,3,27
3036,67,2,163,65,79,93,1,24
3037,42,3,170,68,82,99,7,23
3038,45,3,168,67,79,96,4,24
3039,41,4,166,74,84,100,5,27
3040,43,3,171,69,75,96,4,23
3041,43,3,166,66,78,92,2,24
3042,44,3,161,81,102,98,3,31
3043,45,5,168,81,89,102,5,29
3044,40,3,165,77,93,98,6,28
3045,44,3,177,81,84,100,5,26
3046,43,3,178,67,75,93,5,21
3047,41,4,170,75,81,96,6,26
3048,40,5,172,70,79,93,6,24
3049,49,3,182,68,89,91,5,20
3050,42,5,160,71,95,97,5,27
3051,44,5,166,71,83,96,5,26
3052,44,3,171,79,87,102,5,27
3053,40,3,166,73,87,97,6,26
3054,40,2,170,66,74,95,4,23
3055,40,3,181,82,87,100,5,25
3056,41,2,160,62,82,94,4,25
3057,42,2,168,76,82,96,5,27
3058,41,5,179,74,81,96,8,23
3059,40,3,165,65,83,93,5,24
3060,41,6,165,67,90,95,8,25
3061,41,3,174,71,94,100,4,24
3062,44,2,172,66,80,95,4,22
3063,42,3,168,64,79,93,4,23
3064,45,3,173,90,92,105,7,30
3065,44,3,173,64,75,94,6,21
3066,44,3,168,62,89,78,6,22
3067,41,3,163,65,80,99,4,24
3068,41,5,166,79,95,106,5,28
3069,46,3,159,67,87,96,8,26
3070,40,5,163,62,79,93,5,23
3071,42,3,175,96,96,106,7,31
3072,43,5,168,72,88,97,6,26
3073,45,2,169,72,88,95,5,25
3074,44,4,168,83,85,103,5,29
3075,40,3,171,76,87,103,6,26
3076,43,5,174,82,88,102,8,27
3077,41,5,174,84,88,104,5,28
3078,42,4,173,66,76,93,6,22
3079,45,3,167,67,84,89,2,24
3080,42,4,176,75,84,96,5,24
3081,41,6,171,81,91,101,7,28
3082,42,5,169,72,87,97,7,26
3083,42,3,182,78,80,97,5,24
3084,42,3,172,62,77,90,7,21
3085,41,3,175,69,82,98,5,23
3086,42,5,171,64,77,92,7,22
3087,44,5,169,60,72,92,4,21
3088,40,2,168,75,85,99,4,27
3089,45,3,161,68,83,94,4,26
3090,45,2,165,76,87,100,4,28
3091,49,3,163,79,93,100,4,29
3092,47,2,162,68,84,97,4,26
3093,44,3,177,80,88,97,5,25
3094,40,3,166,82,89,102,5,29
3095,43,5,172,67,76,92,6,23
3096,42,5,178,84,91,101,6,27
3097,40,2,172,54,67,89,4,18
3098,41,3,179,60,68,94,4,19
3099,41,5,169,60,75,93,6,21
3100,42,3,177,82,87,104,7,26
3101,43,4,165,65,81,95,7,24
3102,42,3,169,90,95,106,3,31
3103,49,1,167,66,84,97,5,24
3104,46,3,160,72,86,96,5,28
3105,48,2,165,76,87,100,6,28
3106,46,5,167,66,80,91,4,24
3107,46,3,167,60,73,93,5,21
3108,45,2,172,68,80,92,4,23
3109,46,5,174,83,93,99,6,27
3110,47,3,172,68,79,98,6,23
3111,61,3,166,66,81,94,2,24
3112,54,2,170,65,86,98,1,23
3113,50,3,164,62,85,96,4,23
3114,44,5,169,64,78,91,4,22
3115,45,4,179,71,80,96,6,22
3116,50,2,171,70,78,97,5,24
3117,45,5,163,66,82,93,7,24
3118,46,3,169,67,85,97,6,23
3119,48,5,165,57,70,90,6,21
3120,47,6,162,65,77,95,7,24
3121,49,3,175,69,81,96,4,22
3122,48,2,169,81,89,100,2,28
3123,40,4,159,55,67,92,7,22
3124,43,2,156,55,73,93,6,22
3125,46,5,174,79,97,101,6,26
3126,46,3,168,69,77,96,5,24
3127,47,5,177,81,94,102,5,26
3128,48,3,170,71,85,99,5,25
3129,54,2,173,73,86,98,3,24
3130,53,1,162,64,88,96,3,25
3131,51,3,179,76,81,95,5,24
3132,52,2,166,66,82,94,6,24
3133,52,2,170,66,83,95,5,23
3134,53,3,171,76,82,96,2,26
3135,50,3,164,59,73,91,4,22
3136,49,5,162,74,91,101,7,28
3137,50,3,170,81,92,98,6,28
3138,50,2,163,63,78,92,4,24
3139,47,5,166,55,68,90,5,20
3140,52,1,170,77,85,98,6,27
3141,49,1,164,73,88,96,3,27
3142,50,2,171,71,84,97,5,24
3143,51,3,167,67,81,100,6,24
3144,52,5,174,76,84,97,8,25
3145,49,5,168,71,86,97,8,26
3146,50,1,172,77,84,99,5,26
3147,58,5,171,68,81,96,2,23
3148,55,2,175,64,75,89,6,21
3149,57,2,176,79,91,97,2,25
3150,54,3,174,71,81,93,6,23
3151,54,3,176,76,80,99,4,25
3152,58,1,161,68,88,94,4,26
3153,54,3,168,61,75,92,4,22
3154,57,3,159,58,79,83,5,23
3155,56,5,161,68,83,92,4,26
3156,55,3,161,50,64,88,3,20
3157,56,2,163,65,82,95,4,24
3158,55,5,164,48,84,87,7,18
3159,64,1,160,62,86,94,3,24
3160,64,3,173,76,92,97,8,25
3161,60,5,166,61,78,92,6,22
3162,62,5,178,82,88,103,3,26
3163,60,3,170,66,82,93,1,22
3164,63,3,154,58,82,90,4,24
3165,62,3,165,70,81,96,4,25
3166,61,1,169,67,85,91,3,24
3167,60,5,168,76,86,97,3,27
3168,64,1,168,51,63,86,1,18
3169,60,2,168,71,87,97,3,25
3170,61,5,169,69,83,98,8,24
3171,68,1,159,56,85,90,3,22
3172,67,5,169,76,93,99,2,27
3173,69,1,169,76,97,100,5,27
3174,54,1,172,79,88,98,3,27
3175,67,5,160,61,79,93,2,24
3176,67,3,170,59,75,90,4,21
3177,67,3,166,66,89,93,2,24
3178,65,5,177,77,99,103,7,25
3179,65,1,175,96,105,104,3,32
3180,67,1,161,63,83,95,2,24
3181,67,3,159,58,80,91,5,23
3182,65,2,168,68,86,94,5,24
3183,42,5,169,81,93,101,6,28
3184,40,5,160,67,85,94,5,26
3185,44,5,174,70,82,94,7,23
3186,44,3,170,76,86,99,4,26
3187,43,3,170,65,70,91,6,21
3188,42,5,171,77,86,97,6,26
3189,40,3,154,64,89,93,4,26
3190,40,4,155,67,88,91,4,28
3191,42,3,167,74,83,96,3,26
3192,42,5,169,71,86,97,5,25
3193,42,5,168,72,85,96,6,26
3194,47,5,168,70,78,96,6,24
3195,43,3,179,74,78,97,6,23
3196,43,3,169,74,85,97,6,26
3197,45,4,169,71,90,99,6,25
3198,43,3,165,62,78,89,5,23
3199,41,5,177,84,96,107,6,27
3200,42,6,182,84,93,102,6,25
3201,42,5,167,92,97,107,6,33
3202,42,4,169,78,85,96,8,27
3203,44,2,168,65,80,96,6,23
3204,40,5,168,74,91,98,5,26
3205,41,5,170,73,88,93,5,25
3206,45,2,165,65,84,92,4,24
3207,43,3,181,85,86,103,7,26
3208,40,4,170,70,81,93,5,24
3209,42,3,176,81,91,102,4,26
3210,40,4,166,69,80,96,7,25
3211,42,5,169,79,91,101,4,27
3212,44,5,174,74,81,98,5,25
3213,42,3,168,72,87,98,6,26
3214,44,5,167,67,86,98,5,24
3215,43,3,176,89,92,104,3,29
3216,42,2,164,60,78,95,7,23
