id,age,level,height,weight,waist,hip,income,bmi
3772,65,2,173,77,93,95,4,26
3773,41,3,163,55,78,87,2,21
3774,40,3,169,94,100,109,8,33
3775,62,3,170,72,91,96,3,25
3776,62,5,164,57,78,89,4,21
3777,41,5,171,75,82,100,6,26
3778,42,3,177,85,94,100,6,27
3779,69,1,161,52,82,87,2,20
3780,65,5,165,75,91,99,4,28
3781,68,1,164,62,82,91,2,23
3782,67,5,172,62,84,89,1,21
3783,68,3,160,60,85,90,4,23
3784,42,3,168,53,74,88,4,19
3785,44,3,173,81,92,98,6,27
3786,46,3,171,75,89,96,6,26
3787,46,5,162,68,86,92,5,26
3788,47,5,164,73,88,97,5,27
3789,45,5,161,47,62,88,5,18
3790,45,5,170,75,86,94,6,25
3791,46,3,164,70,85,94,5,26
3792,43,5,170,89,96,102,5,31
3793,47,3,164,59,76,90,5,22
3794,46,4,165,73,84,96,6,27
3795,48,3,169,80,93,99,6,28
3796,47,5,175,88,95,102,6,28
3797,45,3,168,58,73,93,5,20
3798,44,3,172,61,74,93,5,21
3799,49,3,169,71,81,98,6,25
3800,51,3,168,69,83,96,5,24
3801,46,3,161,62,78,99,7,24
3802,46,3,167,68,83,97,6,24
3803,49,2,164,83,96,109,4,30
3804,48,3,165,76,83,104,6,28
3805,46,3,169,60,75,91,4,20
3806,44,3,175,76,90,100,8,25
3807,47,1,167,69,86,100,6,25
3808,53,5,167,67,81,94,7,24
3809,49,1,175,66,76,93,4,22
3810,54,1,154,62,88,95,3,26
3811,53,5,159,65,82,98,4,26
3812,53,3,161,60,87,92,8,23
3813,53,5,167,64,77,92,5,23
3814,54,2,175,73,94,99,4,24
3815,44,3,174,58,82,87,4,19
3816,42,5,161,59,87,90,5,22
3817,53,2,159,61,81,96,4,25
3818,51,2,157,60,86,94,3,24
3819,54,2,174,72,82,96,4,24
3820,53,5,166,61,81,92,4,23
3821,50,5,162,71,84,97,6,27
3822,51,2,171,77,92,100,1,26
3823,52,3,166,66,85,94,6,25
3824,53,2,170,74,88,94,5,26
3825,49,5,163,65,80,95,6,24
3826,56,5,167,79,88,100,5,28
3827,55,5,174,80,88,98,7,26
3828,54,2,166,72,89,97,3,26
3829,57,5,163,59,80,84,5,22
3830,54,2,169,77,90,98,6,27
3831,58,1,166,55,76,91,1,20
3832,55,5,166,70,84,97,5,26
3833,58,5,173,73,84,97,1,24
3834,60,3,169,83,97,108,7,29
3835,57,3,161,60,78,93,7,23
3836,55,3,174,66,86,100,6,22
3837,56,6,176,71,84,96,8,23
3838,61,3,165,74,88,99,6,27
3839,62,5,170,61,75,96,1,21
3840,58,5,166,69,83,95,7,25
3841,63,2,167,66,79,92,5,24
3842,64,1,159,51,70,85,5,20
3843,60,2,171,60,80,91,2,21
3844,62,1,169,56,68,89,1,20
3845,60,5,167,72,84,99,7,26
3846,59,2,159,70,90,97,5,28
3847,45,3,176,81,92,100,4,26
3848,45,3,170,78,88,101,4,27
3849,47,6,167,68,82,93,2,24
3850,47,4,170,73,85,96,5,25
3851,65,1,160,66,85,95,3,25
3852,65,3,166,55,75,88,2,20
3853,65,3,163,55,78,93,1,21
3854,42,3,168,67,81,93,5,24
3855,41,2,185,71,76,96,3,21
3856,41,2,174,79,89,99,5,26
3857,40,1,170,79,90,96,6,27
3858,42,4,168,67,84,94,5,24
3859,41,1,163,69,88,93,1,25
3860,40,3,166,60,72,92,4,22
3861,40,3,158,62,79,95,5,25
3862,44,2,167,65,78,95,6,23
3863,42,4,173,77,83,100,5,26
3864,43,3,176,74,85,96,4,24
3865,44,3,175,94,97,109,5,30
3866,44,3,174,68,73,93,6,22
3867,43,3,172,61,76,89,5,21
3868,42,6,169,67,78,95,2,23
3869,40,3,169,81,86,99,6,28
3870,54,2,166,65,91,93,4,24
3871,42,6,175,84,90,104,4,28
3872,49,2,167,78,91,99,5,28
3873,50,5,169,80,93,100,6,28
3874,41,5,167,75,93,100,1,26
3875,44,3,162,75,92,98,5,29
3876,43,5,169,73,85,98,8,26
3877,44,3,161,55,71,89,4,21
3878,41,5,180,76,85,100,7,24
3879,43,2,165,49,67,89,4,18
3880,42,4,168,72,86,99,4,26
3881,43,2,179,87,85,103,7,27
3882,40,3,167,67,83,96,4,24
3883,41,5,175,77,89,97,8,25
3884,42,5,176,81,87,102,6,26
3885,42,3,182,70,76,96,5,21
3886,43,4,171,66,78,94,6,23
3887,40,4,159,65,83,96,6,26
3888,40,3,167,56,71,87,4,20
3889,41,3,163,63,80,90,7,24
3890,43,4,171,73,83,100,5,25
3891,43,3,165,62,79,92,6,23
3892,43,2,164,70,83,100,4,26
3893,44,5,174,75,83,101,6,25
3894,40,5,171,72,82,98,5,25
3895,41,5,168,85,92,103,5,30
3896,40,4,177,87,94,105,5,28
3897,41,3,176,60,73,94,5,19
3898,42,3,166,72,88,100,7,26
3899,41,2,164,60,81,92,5,23
3900,42,4,171,72,83,101,5,25
3901,43,3,166,75,89,97,6,27
3902,44,3,169,69,78,93,4,24
3903,47,6,158,66,86,97,4,27
3904,47,3,167,78,88,98,7,28
3905,46,2,166,56,68,92,5,20
3906,43,3,170,75,88,97,4,26
3907,48,3,167,67,81,92,6,24
3908,49,2,165,70,82,98,6,26
3909,47,3,166,71,85,97,6,26
3910,44,2,174,75,86,99,7,25
3911,47,3,168,72,87,97,5,26
3912,47,3,166,69,79,94,2,24
3913,45,3,170,66,73,95,2,23
3914,47,2,169,79,92,100,5,28
3915,48,3,176,71,80,94,7,23
3916,48,3,173,70,79,97,3,23
3917,47,3,164,67,89,97,5,25
3918,47,3,162,71,87,98,6,27
3919,48,6,170,66,82,91,7,23
3920,52,3,166,66,79,91,6,24
3921,54,3,168,77,90,97,6,28
3922,40,6,175,75,88,100,4,25
3923,50,2,162,68,87,93,5,26
3924,51,3,167,65,81,94,1,23
3925,55,3,173,75,82,98,5,25
3926,55,2,165,55,71,90,4,20
3927,50,2,168,82,93,102,5,29
3928,53,2,163,70,85,98,4,27
3929,54,1,173,99,100,109,4,33
3930,56,3,160,68,90,90,3,26
3931,57,3,166,67,84,95,7,24
3932,59,1,168,75,86,92,1,27
3933,59,5,173,66,76,94,6,22
3934,55,3,177,75,84,96,5,24
3935,55,3,169,79,87,102,6,27
3936,55,2,175,61,73,92,5,20
3937,57,1,153,55,83,89,5,23
3938,56,1,165,60,81,89,3,22
3939,56,2,166,71,90,97,3,26
3940,61,2,158,60,80,91,3,24
3941,63,2,170,80,93,103,1,28
3942,64,5,163,70,95,97,5,27
3943,59,2,164,63,81,94,5,24
3944,61,2,158,48,71,86,2,19
3945,60,2,166,64,84,94,6,23
3946,62,1,161,63,77,89,3,24
3947,45,3,172,76,86,96,5,26
3948,61,1,156,58,84,89,7,24
3949,66,1,167,60,76,90,1,21
3950,65,3,160,57,76,86,2,22
3951,42,3,175,76,84,101,3,25
3952,44,3,174,85,91,102,6,28
3953,44,3,173,76,85,99,5,25
3954,42,2,161,57,73,92,5,22
3955,41,3,180,78,82,100,4,24
3956,42,3,168,69,82,92,5,24
3957,40,3,172,72,82,97,7,25
3958,44,2,171,78,82,99,7,26
3959,42,2,164,59,77,87,4,22
3960,43,3,168,65,75,95,4,23
3961,41,5,169,80,85,98,6,28
3962,45,5,163,69,95,96,5,26
3963,41,5,164,69,77,95,6,25
3964,42,6,166,70,77,94,7,25
3965,41,3,168,70,78,90,3,25
3966,44,3,166,82,100,103,6,30
3967,43,3,173,71,83,95,5,24
3968,41,5,177,80,87,101,7,26
3969,40,5,171,65,78,93,4,23
3970,41,5,176,86,90,101,8,28
3971,40,4,170,68,79,96,6,24
3972,41,3,169,79,90,98,5,28
3973,42,5,176,79,84,100,6,26
3974,43,3,172,67,79,97,5,23
3975,41,5,166,66,79,93,6,24
3976,43,3,171,81,92,104,7,28
3977,44,2,180,73,85,98,4,23
3978,44,3,166,74,92,98,7,27
3979,43,3,166,66,78,95,6,24
3980,40,5,180,69,74,95,6,21
3981,40,3,151,46,69,86,5,20
3982,41,5,173,84,90,101,6,28
3983,40,3,170,67,78,95,5,23
3984,43,3,173,73,83,98,6,24
3985,44,3,169,74,89,101,4,26
3986,41,3,162,70,85,100,4,27
3987,45,6,164,68,83,101,4,25
3988,44,5,168,68,79,100,5,24
3989,42,3,165,63,73,93,4,23
3990,42,5,167,65,82,95,7,23
3991,40,4,181,91,90,103,4,28
3992,41,3,172,80,93,101,7,27
3993,41,5,178,74,81,99,7,23
3994,67,3,163,72,94,94,1,27
3995,68,3,164,75,92,102,2,28
3996,67,2,167,72,93,99,4,26
3997,40,3,176,71,80,95,5,23
3998,40,3,168,68,82,99,5,24
3999,40,3,167,78,86,102,5,28
4000,41,3,174,66,76,93,4,22
4001,43,3,169,69,80,97,6,24
4002,42,5,162,64,84,97,6,24
4003,43,3,174,58,73,90,5,19
4004,41,3,165,51,72,89,2,19
4005,43,3,158,54,79,88,7,22
4006,44,3,173,82,90,103,7,28
4007,44,3,165,69,86,100,5,25
4008,42,3,166,65,83,92,7,24
4009,43,3,170,95,105,112,5,33
4010,40,4,173,55,70,88,5,19
4011,45,3,161,69,86,97,5,27
4012,44,3,163,76,93,100,7,29
4013,45,5,169,77,87,102,6,27
4014,44,6,171,80,90,100,6,28
4015,43,5,176,92,95,108,5,30
4016,44,4,177,92,97,112,6,30
4017,40,3,172,69,82,94,6,23
4018,42,5,163,72,90,100,6,27
4019,42,3,163,70,83,98,4,26
4020,41,3,173,70,83,94,6,23
4021,40,5,178,70,80,97,6,22
4022,40,3,165,67,75,98,3,25
4023,41,3,185,81,88,99,5,24
4024,41,3,169,60,75,89,6,21
4025,40,3,157,64,80,95,4,26
4026,43,5,183,85,90,101,6,25
4027,41,3,170,68,87,94,5,24
4028,40,5,166,71,86,97,6,25
4029,40,4,168,70,82,96,4,25
4030,48,2,164,75,86,98,5,28
4031,46,3,168,65,76,96,6,23
4032,45,3,164,71,83,97,6,27
4033,40,3,178,75,84,95,5,24
4034,40,3,171,70,83,97,3,24
4035,41,5,178,71,77,96,1,22
4036,43,5,164,73,87,97,6,27
4037,40,3,171,71,87,99,4,24
4038,41,3,169,70,82,94,5,24
4039,42,3,166,56,68,90,3,20
4040,42,5,170,71,89,97,6,25
4041,44,5,185,103,102,108,8,30
4042,41,5,168,61,76,92,6,22
4043,42,3,166,77,86,98,5,27
4044,40,6,164,63,83,96,7,23
4045,44,2,173,68,81,94,4,23
4046,46,5,169,76,93,95,5,26
4047,45,5,164,72,87,102,8,27
4048,43,5,169,70,78,97,5,24
4049,40,3,172,76,87,99,5,26
4050,44,3,165,67,82,97,6,25
4051,42,5,167,69,77,96,7,24
4052,40,5,172,93,95,104,6,31
4053,40,5,174,94,97,104,8,31
4054,43,4,171,70,83,96,7,24
4055,42,3,163,53,69,90,4,20
4056,44,3,179,64,72,94,6,20
4057,42,3,170,68,83,97,3,24
4058,44,3,178,86,93,105,3,27
4059,41,3,167,80,96,99,5,28
4060,43,4,162,66,85,95,6,25
4061,40,3,171,60,73,95,5,21
4062,40,3,175,66,77,93,4,22
4063,46,3,169,58,70,90,4,20
4064,47,3,162,48,62,87,5,19
4065,51,5,162,52,79,84,5,20
4066,51,3,166,76,92,98,1,28
4067,49,3,163,70,83,97,5,26
4068,50,3,172,72,85,97,8,24
4069,49,2,169,69,85,98,1,24
4070,47,3,162,87,101,105,6,33
4071,48,3,165,82,90,100,5,30
4072,48,5,170,83,91,103,8,29
4073,45,3,170,73,87,97,5,25
4074,47,2,166,69,83,92,4,25
4075,46,4,161,63,77,90,7,24
4076,43,3,171,80,87,95,5,27
4077,49,3,165,76,97,96,5,28
4078,49,1,163,59,78,91,5,22
4079,45,5,172,71,84,93,6,24
4080,45,5,170,69,83,91,6,23
4081,47,3,167,66,83,89,6,24
4082,45,2,172,82,90,100,3,28
4083,45,6,160,70,88,97,3,27
4084,45,3,173,74,83,96,3,24
4085,44,4,163,65,82,95,8,24
4086,46,3,179,95,105,102,7,30
4087,47,3,170,86,94,101,5,30
4088,45,3,165,59,78,90,7,22
4089,45,2,168,66,79,97,5,23
4090,45,5,179,75,85,97,5,24
4091,46,3,170,63,76,95,4,22
4092,46,5,165,61,78,91,6,22
4093,46,3,173,67,83,95,7,23
4094,48,3,164,72,85,97,8,27
4095,48,5,169,75,82,98,7,26
4096,44,3,162,69,83,96,8,26
4097,45,5,163,67,80,100,7,25
4098,48,2,166,69,81,98,4,25
4099,50,3,170,66,73,98,5,23
4100,45,5,167,79,94,100,5,28
4101,47,2,166,57,79,91,5,21
4102,50,2,162,56,72,91,4,21
4103,49,3,172,75,86,99,7,25
4104,48,3,167,55,68,89,2,20
4105,45,3,169,69,84,94,7,24
4106,45,4,164,57,70,89,6,21
4107,48,3,164,78,91,100,6,29
4108,46,2,161,57,79,87,4,23
4109,56,3,155,66,85,95,7,27
4110,59,6,168,79,97,104,3,28
4111,59,3,163,71,90,100,3,26
4112,58,3,169,66,81,94,4,23
4113,55,4,175,80,90,98,6,26
4114,53,2,179,76,89,99,2,24
4115,51,5,155,58,77,91,4,24
4116,50,2,177,82,87,100,4,26
4117,52,1,162,68,86,92,4,26
4118,53,3,172,70,88,96,1,24
4119,49,5,176,76,86,99,6,24
4120,54,2,158,57,73,90,4,23
4121,53,2,166,75,88,100,5,27
4122,54,3,169,74,88,97,8,26
4123,56,5,173,83,90,102,3,28
4124,52,3,164,60,77,88,5,23
4125,51,3,160,53,68,92,1,21
4126,53,3,170,61,75,92,6,21
4127,50,3,169,79,93,99,7,28
4128,56,3,155,64,84,96,7,26
4129,63,2,156,79,105,103,6,33
4130,50,3,168,61,80,94,5,22
4131,52,2,157,62,86,94,8,25
4132,59,5,169,84,90,101,6,29
4133,55,2,165,75,84,99,2,28
4134,59,2,174,88,100,103,6,29
4135,59,1,164,61,89,98,3,23
4136,58,3,163,57,75,90,6,21
4137,59,1,167,74,90,101,5,26
4138,56,3,160,63,86,95,4,25
4139,48,3,170,48,69,85,6,17
4140,55,5,167,69,87,99,6,25
4141,58,5,171,70,83,97,6,24
4142,58,1,165,57,76,90,3,21
4143,59,3,163,66,82,97,3,25
4144,62,1,175,70,81,93,2,23
4145,59,3,166,89,105,108,1,32
4146,61,3,158,54,81,89,4,22
4147,61,2,171,71,85,95,5,24
4148,68,2,163,69,88,93,2,26
4149,68,3,161,65,91,96,1,25
4150,69,3,167,75,92,97,3,27
4151,67,3,165,57,76,89,2,21
4152,67,3,163,67,90,95,1,25
4153,62,1,167,64,82,94,1,23
4154,61,1,171,73,93,98,5,25
4155,61,6,169,70,85,97,4,24
4156,60,1,159,64,84,95,3,25
4157,66,3,172,84,97,105,4,28
4158,61,5,163,53,75,87,3,20
4159,67,5,170,67,81,95,5,23
4160,66,5,152,50,74,84,2,22
4161,69,1,165,67,86,99,1,25
4162,67,3,172,65,82,91,3,22
4163,69,3,174,59,70,95,4,20
4164,43,2,167,64,85,93,4,24
4165,42,3,163,76,94,98,5,29
4166,42,2,159,59,80,88,4,23
4167,42,2,167,76,93,98,2,27
4168,40,3,164,69,82,93,8,25
4169,42,3,164,67,87,97,4,25
4170,43,3,168,59,75,94,5,21
4171,42,3,175,92,96,105,5,30
4172,42,2,172,75,83,100,5,26
4173,40,5,166,59,82,86,5,21
4174,40,3,172,68,78,93,6,23
4175,43,3,171,67,82,94,3,23
4176,41,3,172,58,75,88,3,20
4177,41,5,175,57,66,87,4,18
4178,42,5,167,73,88,98,5,26
4179,44,1,162,60,70,89,2,23
4180,42,3,175,77,89,99,3,25
4181,43,3,171,72,86,97,5,25
4182,42,2,163,61,77,95,6,23
4183,42,4,175,70,70,93,4,23
4184,44,3,172,71,80,98,5,25
4185,42,3,173,71,81,95,4,24
4186,44,2,163,58,70,92,5,22
4187,41,3,168,68,83,94,7,24
4188,42,3,173,76,84,100,6,25
4189,44,3,171,75,91,100,4,26
4190,47,2,168,66,78,93,5,23
4191,44,3,171,67,82,94,3,23
4192,40,2,176,61,73,89,1,20
4193,41,4,176,67,75,94,5,22
4194,40,1,168,70,80,96,4,25
4195,43,3,167,61,75,97,5,22
4196,43,3,167,63,94,96,3,23
4197,42,6,167,65,77,95,6,23
4198,42,3,173,77,86,100,5,26
4199,40,3,163,76,90,97,4,29
4200,43,2,167,50,67,86,1,18
4201,41,3,175,72,83,96,7,24
4202,51,1,163,68,94,98,2,25
4203,51,5,170,68,83,94,7,24
4204,52,3,174,83,87,101,5,27
4205,53,2,173,85,96,103,4,28
4206,41,3,174,73,84,97,4,24
4207,43,3,167,67,81,97,8,24
4208,44,4,171,68,85,95,4,23
4209,41,3,170,70,87,97,5,24
4210,41,5,175,71,82,98,5,23
4211,40,3,165,63,77,93,8,23
4212,44,3,159,49,71,88,3,19
4213,41,2,160,59,77,90,6,23
4214,43,3,165,70,93,99,6,25
4215,43,3,159,63,82,95,1,25
4216,40,3,173,89,101,104,4,30
4217,41,3,163,69,86,95,4,26
4218,41,5,179,86,90,101,6,27
4219,41,3,175,82,91,99,7,27
4220,41,5,169,71,88,99,6,25
4221,45,3,169,65,83,96,5,23
4222,55,3,159,67,85,97,3,26
4223,58,5,167,65,79,94,5,24
4224,57,3,169,60,70,89,4,21
4225,46,1,175,65,76,91,4,21
4226,49,1,162,57,77,89,1,22
4227,60,5,169,82,99,102,3,28
4228,49,3,174,78,90,97,7,26
4229,48,2,169,85,88,102,5,30
4230,45,3,169,69,85,90,5,24
4231,50,3,180,93,96,108,5,29
4232,44,5,177,94,94,104,6,30
4233,47,3,166,70,84,92,4,25
4234,44,5,174,60,69,89,7,20
4235,40,3,166,55,64,90,2,20
4236,47,2,168,79,93,104,5,28
4237,48,2,156,61,84,97,5,25
4238,49,3,173,75,81,98,7,25
4239,49,5,167,60,73,93,4,22
4240,46,5,172,64,71,95,7,22
4241,46,3,162,59,76,90,5,22
4242,48,3,173,92,103,104,7,31
4243,46,3,173,85,99,110,5,28
4244,44,2,166,69,80,95,3,25
4245,48,2,156,71,91,102,4,29
4246,46,5,171,75,88,100,8,26
4247,47,6,166,71,87,96,7,26
4248,45,3,173,60,77,92,7,20
4249,44,3,164,55,74,91,7,20
4250,47,5,172,78,85,101,6,26
4251,45,3,174,78,91,100,6,26
4252,47,5,174,66,77,97,5,22
4253,44,4,168,66,79,97,7,24
4254,46,3,169,61,74,93,5,22
4255,46,3,169,69,82,97,5,24
4256,47,5,178,82,93,103,7,26
4257,45,4,177,61,76,89,6,20
4258,49,5,178,88,92,103,7,28
4259,46,3,158,64,85,90,6,26
4260,46,1,176,70,78,97,3,23
4261,45,3,173,76,94,98,4,26
4262,47,1,162,64,79,91,5,24
4263,49,3,164,75,88,95,4,28
4264,39,3,181,84,95,100,6,25
4265,40,3,163,52,72,89,3,20
4266,42,4,162,74,86,99,5,28
4267,41,2,167,73,84,100,6,26
4268,43,4,169,69,79,95,3,24
4269,42,2,163,64,79,90,6,24
4270,43,3,168,74,84,97,5,26
4271,43,3,178,68,76,94,6,21
4272,43,3,173,76,85,96,5,25
4273,40,2,168,67,78,95,6,24
4274,51,2,167,70,84,93,3,25
4275,43,3,167,67,85,90,2,24
4276,52,2,172,75,88,96,5,25
4277,54,2,166,78,90,102,2,28
4278,51,2,168,63,78,94,4,22
4279,44,3,163,71,85,96,5,27
4280,45,3,178,77,88,99,4,24
4281,46,3,158,68,85,97,3,27
4282,49,3,171,81,94,102,6,28
4283,52,3,174,70,80,96,6,23
4284,51,3,164,58,71,91,6,21
4285,50,3,172,85,96,106,7,29
4286,55,1,166,74,86,96,5,27
4287,52,3,158,60,86,96,6,24
4288,48,1,177,89,96,100,3,28
4289,56,3,161,67,87,98,4,26
4290,57,1,162,50,68,84,3,19
4291,55,3,164,70,82,98,7,25
4292,56,2,172,80,90,102,4,27
4293,56,2,162,51,77,86,5,19
4294,55,2,162,72,88,99,4,27
4295,58,5,165,71,90,100,6,26
4296,57,1,166,65,77,92,2,24
4297,58,3,160,69,87,96,1,27
4298,57,3,172,90,93,107,5,31
4299,59,1,158,63,87,96,2,25
4300,65,1,173,81,101,103,1,28
4301,58,2,170,86,96,106,3,30
4302,58,5,173,76,90,96,5,26
4303,61,3,161,71,94,94,4,27
4304,59,1,165,70,88,95,3,26
4305,60,1,164,74,84,99,2,28
4306,63,5,169,71,94,100,3,25
4307,64,3,167,70,81,98,2,25
4308,64,3,164,62,80,95,4,23
4309,50,5,168,73,91,99,5,26
4310,53,3,172,74,86,92,6,25
4311,55,3,178,88,97,103,4,27
4312,51,6,171,63,80,94,2,22
4313,50,3,171,64,83,89,5,22
4314,51,3,161,79,94,100,3,30
4315,50,3,164,66,83,99,5,25
4316,51,3,166,70,86,95,4,25
4317,63,3,170,69,81,97,7,24
4318,65,1,163,71,91,94,4,27
4319,59,3,162,68,81,98,6,26
4320,64,1,145,55,95,96,6,26
4321,65,3,173,70,82,99,2,23
4322,64,3,173,80,94,101,6,26
4323,65,3,174,70,84,95,2,23
4324,67,1,174,69,83,96,6,23
4325,66,5,166,63,79,91,6,23
4326,64,5,165,73,89,99,4,27
4327,63,1,174,81,93,103,1,27
4328,65,1,161,67,90,99,2,26
4329,69,2,166,60,76,94,4,22
4330,65,3,168,69,86,93,5,24
4331,43,3,160,57,77,91,3,22
4332,42,5,174,80,87,99,7,26
4333,45,3,162,69,88,97,3,26
4334,53,2,170,81,92,99,2,28
4335,40,5,169,58,71,88,5,20
4336,43,6,176,84,85,102,8,27
4337,41,2,180,70,76,93,6,21
4338,41,5,165,62,80,90,5,23
4339,40,3,163,61,76,91,4,23
4340,42,3,167,60,70,88,5,21
4341,40,3,166,83,84,99,4,30
4342,42,3,172,75,85,96,6,26
4343,44,3,172,75,81,97,5,25
4344,44,5,162,61,73,93,6,23
4345,41,6,170,71,83,95,6,25
4346,44,3,177,73,79,98,7,24
4347,43,3,168,83,95,100,6,29
4348,44,5,175,73,83,97,5,24
4349,40,3,165,73,83,95,7,27
4350,41,6,177,71,71,94,7,23
4351,41,3,159,65,86,89,4,26
4352,43,3,172,72,82,97,5,24
4353,42,2,173,80,90,100,4,27
4354,40,3,164,57,75,88,3,21
4355,44,2,162,65,83,93,6,25
4356,44,2,167,76,91,100,3,27
4357,44,4,168,64,76,93,5,23
4358,41,3,161,65,80,93,5,26
4359,40,3,175,81,86,100,3,26
4360,42,3,174,75,83,95,5,25
4361,44,5,184,84,81,101,6,25
4362,44,3,171,56,67,88,5,19
4363,43,6,180,86,91,104,6,26
4364,44,3,179,84,93,100,4,26
4365,41,3,161,60,75,90,4,23
4366,43,4,163,70,82,98,6,26
4367,41,3,166,64,76,95,4,23
4368,40,5,167,68,82,95,8,24
4369,43,3,171,65,80,92,5,22
4370,44,5,162,70,86,98,6,26
4371,43,4,169,67,82,97,6,23
4372,67,3,161,68,90,94,3,26
4373,48,1,165,64,80,93,4,24
4374,47,3,167,57,72,90,5,20
4375,48,2,168,73,87,96,5,26
4376,45,5,167,71,81,94,5,25
4377,47,5,168,75,93,96,8,26
4378,42,3,158,63,80,91,5,25
4379,44,3,160,60,77,90,8,23
4380,48,5,171,73,81,99,7,25
4381,49,5,166,62,73,89,5,22
4382,47,1,164,81,94,102,4,30
4383,44,6,165,67,78,93,6,24
4384,42,3,161,74,90,100,5,28
4385,46,2,166,60,67,90,4,21
4386,45,3,168,65,77,91,5,23
4387,45,4,168,67,79,95,5,24
4388,44,3,171,68,84,93,5,23
4389,54,2,169,67,82,89,3,24
4390,45,3,160,66,87,92,5,26
4391,46,1,166,83,94,99,3,30
4392,43,3,172,81,85,102,4,27
4393,48,3,173,80,90,101,5,27
4394,46,3,162,63,77,94,5,24
4395,45,2,172,82,98,99,3,28
4396,49,5,170,69,79,97,6,24
4397,45,5,170,66,79,95,7,23
4398,47,3,160,74,98,99,3,29
4399,45,3,162,67,83,96,7,26
4400,46,5,172,71,85,96,6,24
4401,48,3,168,71,81,97,6,25
4402,46,2,161,60,80,93,6,23
4403,47,3,164,76,92,104,5,28
4404,48,2,171,88,99,104,4,30
4405,44,3,159,57,75,91,5,23
4406,48,3,169,60,69,93,1,21
4407,48,5,164,67,81,92,6,25
4408,45,3,181,74,82,97,6,23
4409,47,3,163,71,89,98,5,27
4410,45,2,168,60,76,93,5,21
4411,48,3,166,62,81,94,6,22
4412,46,3,166,66,81,95,7,24
4413,46,3,166,70,85,99,4,25
4414,44,3,168,64,79,90,5,23
4415,44,5,165,60,74,90,4,22
4416,51,1,169,68,82,94,4,23
4417,50,2,177,70,78,93,4,22
4418,53,3,173,74,87,93,2,25
4419,52,5,172,90,100,103,5,31
4420,53,5,166,66,77,94,6,24
4421,49,3,169,67,74,95,6,23
4422,56,1,161,70,89,97,7,27
4423,54,3,163,74,87,100,6,28
4424,52,5,172,73,94,94,6,25
4425,50,2,163,68,88,94,5,25
4426,52,1,166,78,96,96,4,28
4427,46,2,162,73,84,97,4,28
4428,54,5,174,70,75,98,1,23
4429,54,5,173,70,85,97,7,23
4430,51,2,164,70,83,99,6,26
4431,51,3,167,59,79,91,6,22
4432,50,3,161,62,80,94,2,24
4433,57,2,164,80,95,101,3,29
4434,54,3,170,76,91,97,5,26
4435,55,3,170,80,88,97,3,27
4436,58,3,177,79,90,97,7,25
4437,59,2,166,64,82,92,2,23
4438,57,4,165,62,80,94,7,23
4439,55,5,175,77,94,100,5,25
4440,55,2,175,79,84,101,6,26
4441,55,3,163,63,79,97,4,24
4442,59,3,167,71,88,101,6,26
4443,54,2,156,60,85,93,3,25
4444,55,2,166,64,80,95,5,23
4445,55,2,178,83,90,101,6,26
4446,56,3,174,82,99,99,7,28
4447,61,3,169,65,84,92,3,23
4448,61,3,168,67,82,93,3,24
4449,56,3,155,64,97,94,2,27
4450,55,4,159,58,80,91,4,23
4451,63,3,177,81,89,101,6,26
4452,59,1,166,57,69,93,2,21
4453,47,3,172,79,91,101,7,27
4454,50,5,172,75,98,100,5,26
4455,62,3,166,67,80,92,4,24
4456,63,3,175,70,79,97,2,23
4457,62,2,161,61,82,92,2,24
4458,59,2,170,68,77,95,2,24
4459,65,5,170,61,75,96,2,21
4460,63,2,165,65,78,94,3,24
4461,64,3,159,51,84,92,4,21
4462,62,3,158,60,80,92,3,24
4463,66,6,174,71,82,97,4,23
4464,68,5,161,62,84,93,3,24
4465,66,1,157,62,89,93,1,26
4466,67,5,171,72,89,97,3,25
4467,68,1,158,57,80,96,5,23
4468,42,5,168,62,75,94,5,22
4469,62,2,168,65,95,95,5,24
4470,63,1,151,48,82,86,6,21
4471,43,3,166,63,76,93,5,23
4472,44,3,178,77,87,98,5,24
4473,41,5,171,72,80,99,5,25
4474,42,2,172,72,78,96,7,24
4475,42,3,182,98,94,109,8,29
4476,52,2,163,60,80,92,5,23
4477,52,2,164,66,86,93,4,25
4478,45,3,167,78,89,99,5,28
4479,44,3,168,73,86,96,6,26
4480,44,3,173,70,83,95,5,23
4481,40,3,173,66,79,93,6,22
4482,43,3,172,66,80,92,5,22
4483,65,3,157,63,82,93,2,25
4484,65,1,167,69,92,97,4,25
4485,65,5,166,72,98,98,2,26
4486,42,4,175,79,87,97,6,26
4487,40,4,177,86,94,102,7,28
4488,43,5,167,72,84,96,4,26
4489,43,3,167,75,84,100,3,27
4490,44,6,177,82,91,102,6,26
4491,40,3,167,73,87,97,5,26
4492,44,3,173,66,77,92,5,22
4493,43,5,160,60,77,91,5,23
4494,41,5,173,75,81,100,5,25
4495,41,4,169,85,91,102,5,30
4496,40,3,164,55,66,87,3,20
4497,43,4,168,70,80,98,7,25
4498,42,3,173,73,81,97,4,24
4499,40,4,167,64,85,94,5,23
4500,46,4,169,74,92,101,7,25
4501,41,3,169,65,82,94,7,23
4502,44,2,170,66,79,85,6,23
4503,43,2,169,59,73,93,5,20
4504,42,3,167,65,81,96,6,23
4505,43,2,171,82,88,97,4,27
4506,41,3,178,98,101,106,5,31
